id,name,desc,url,img_url,domain
62fcf56c2c1e91001304c5b2,Blue Fire AI,"Blue Fire AI is an AI powered financial services firm. It monitors 12,000 listed companies globally to sift out unforeseen risk that is not yet reflected in equity and debt security prices of target companies. BFAI serves global pension funds, sovereign wealth funds, banks and asset managers.",https://bluefireai.com/,/images/62fcf56c2c1e91001304c5b2/Question 4 - Logo.jpg,sde
62fb58623e0e3700127348d4,Borneo Data,"Borneo is a real-time data security and privacy observability platform, on a mission to empower security practitioners and secure user trust.",https://www.borneo.io,/images/62fb58623e0e3700127348d4/Question 4 - Full-Green-1024.png,sde
6372f6e23715fc001218974f,Botsync,Botsync is a robotics startup that builds heavy duty mobile robots to help companies transit from manual operations to automated in a few days. Their solution automates the movement of loads such as pallets and trolleys across existing factory floors and warehouses with minimal infrastructural changes,https://www.botsync.co/,/images/botsync.png,ame
62fafc2d2c1e910013e1ed56,Cadi Scientific,"Cadi provides SmartSense - a suite of digital health solutions that include real time location tracking, contact tracing, hand hygiene monitoring and infant safety. It helps hospitals improve productivity and quality of care. Many hospitals in Singapore and the region have deployed Cadi SmartSense.",https://www.cadi.com.sg,/images/62fafc2d2c1e910013e1ed56/Question 4 - Cadi Logo (16x9).jpg,hbms
634e914a79c62a0012ea680c,Canopy,"Canopy provides a turnkey and customizable software solution that offers anonymous wealth account aggregation, portfolio analytics and client reporting. Covering all asset classes and markets, Canopy does sophisticated investment reporting for family offices and wealth managers.",https://www.canopy.cloud/,/images/634e914a79c62a0012ea680c/Question 4 - 171102_Canopy Logo.png,sde
62fb10eb0386aa00120304ba,CardUp,"CardUp provides individuals & businesses with a smarter way to pay & get paid. It enables big expenses to be shifted onto a credit card, even when cards are not accepted (e.g. rent, insurance, tax & more). Its no-code platform helps to improve cash flow, unlock card rewards & digitise payments.",https://cardup.co,/images/62fb10eb0386aa00120304ba/Question 4 - CardUp-logo-1200x300-purple.png,sde
634d1a2cc4300a00133ff583,ceEntek,"ceEntek started operations in Singapore in 2010 with the target to develop and market Carbon Nano Fibers (CNF) enhanced Ultra-High Performance Concrete (UHPC) 2.0 solutions. ceEntek currently supplies its UHPC for infrastructure repair, roads/bridges, architectural and pre-cast elements, among many other built industry sectors.", ,/images/634d1a2cc4300a00133ff583/Question 4 - ceEntek White Logo.png,ame
62fa4b679196130012c57752,Cialfo,"Cialfo is an EduTech digital transformation leader in higher education and international student mobility. Students, families and school counselors worldwide, and admissions officers at over 1,000 universities rely on Cialfo to manage the career exploration and college application process.",https://www.cialfo.co/,/images/62fa4b679196130012c57752/Question 4 - Cialfo-Logo.png,sde
62feedb593b6890012c96641,Crayon Data,"Crayon Data is a data & AI company deploying AI-driven platform solutions to enterprises, driving customer engagement through personalised experience, with the vision to simplify world's choices.",https://www.crayondata.com/,/images/62feedb593b6890012c96641/Question 4 - CD logo.png,sde
62fb4d2528499200138492e5,Crowdo,"Crowdo is an ESG-driven Neobank for micro and small medium size enterprises. Headquartered in Singapore, and with operations in Indonesia, Crowdo offers B2B financing and banking options and B2B Saas solutions to address the financing gap and bridge the digital divide.",https://crowdo.co.id/,/images/62fb4d2528499200138492e5/Question 4 - Logo Crowdo_Red.png,sde
62fb675d0386aa00120ca8d0,Curium,"Curium is the leading developer of automated calibration technologies and provides Calibration-as-a-Service (CaaS) for semi- and fully Autonomous Vehicles, Industry 4.0 solutions and IoT platforms.",https://curium.sg/,/images/62fb675d0386aa00120ca8d0/Question 4 - Curium-logo.jpg,uss
62fb3a18f87eed0012f82e08,DiMuto,"DiMuto is an agri-food trade management solutions company that powers global agri-food trade with visibility and financing. DiMuto simplifies every step of global trade with its three pillars of marketplace, trade management, and trade financing, so businesses have the data they need to grow and trade better.",https://www.dimuto.io,/images/62fb3a18f87eed0012f82e08/Question 4 - DiMuto Logo-16x9.png,agri
62fb8f4293b68900129eb6d1,Ematic Solutions,"Ematic Solutions is an Asia-based marketing & technology company specializing in building integrated digital ecosystems. It offers data-driven, full-cycle growth solutions with best of breed tech implementation and digital marketing expertise.",https://www.ematicsolutions.com,/images/62fb8f4293b68900129eb6d1/Question 4 - EmaticSolutions-Logo-2021-Horizontal-Fullcolor.png,sde
634660e6b74c0b0011aeb5d8,Endofotonics,Endofotonics is a MedTech company that uses its proprietary Raman Spectroscopy platform technology to help clinicians improve early cancer diagnosis. Its SPECTRA IMDx™ System is the world’s first and only real-time in-vivo molecular diagnosis using Raman Spectroscopy for early gastric cancer diagnosis.,www.endofotonics.com,/images/634660e6b74c0b0011aeb5d8/Question 4 - EF logo vector_FINAL_dx tweak_Final.png,hbms
62fa42c30c7e1a00121eeaef,F-drones,"F-drones develops and operates proprietary aerial delivery drones, which can ultimately deliver 100kg loads over 100km, to ships and offshore platforms. It is the first company in the world to provide 24-hour commercial beyond-visual-line-of-sight (BVLOS) drone deliveries.",https://www.f-drones.com,/images/62fa42c30c7e1a00121eeaef/Question 4 - Logo_horizontal.png,mtt
62fb7a8e0405b70012f0bba2,FlixStock,"FlixStock is an AI-powered technology company that enables the creation of consistent and high-quality dynamic on-model images for the fashion and e-commerce industry, in a simple and scalable manner.",https://en.flixstock.com,/images/62fb7a8e0405b70012f0bba2/Question 4 - FlixStock_Logo-01.jpg,sde
631ac0a4214e700011dcd823,GlobalTix,"GlobalTix is a technology provider and ticketing distributor for the tourism industry in Asia. It provides end-to-end solutions for attractions, tours, and activities partners to manage and grow its businesses, and seamlessly connects tourist activities to travellers around the globe.",https://www.globaltix.com/,/images/631ac0a4214e700011dcd823/Question 4 - GT logo.png,sde
62fafb6ff87eed0012f1b8c3,Green Koncepts,"Green Koncepts is an Enterprise SaaS IoT Platform and Applications company focused on Smart Building and Workplace Systems. It uses data and AI to create intelligent systems to drive sustainability, occupant well-being and operational efficiency - powering Singapore's first Net Zero bank building in 2022.",https://greenkoncepts.com,/images/62fafb6ff87eed0012f1b8c3/Question 4 - GK logo_full colour.png,uss
62fa395087121a0013868e22,Gush,Gush is an advanced building materials company that innovates around materials to solve for indoor air quality and energy efficiency in the built environment.,https://www.gowithgush.com,/images/gush_logo.png,uss
6300552e8df3600012eda34e,HealthBeats,"HealthBeats is a subscription-based RPM platform designed to provide simple-to-use and simple-to-deploy solution for patients and providers. Its end-to-end solution includes regulatory approved medical devices, software platform and comprehensive support services that allow peace of mind to users.",https://www.healthbeats.co,/images/6300552e8df3600012eda34e/Question 4 - HB-Logo w Tagline 800x800.png,hbms
62fb08ba93b689001291cd68,Histoindex,"HistoIndex® is a MedTech company that specializes in its proprietary integrated stain-free AI digital pathology platform, as well as in the provision of related services, to assist pathologists in diagnosing various diseases. HistoIndex was co-founded by Dr. Gideon Ho, CEO, and Dr. Dean Tai, CSO.",https://www.histoindex.com,/images/62fb08ba93b689001291cd68/Question 4 - Histoindex_logo_800.png,hbms
62fb0a0708b16f00135340a6,Homage,Homage is a platform that combines technology with the best care professionals to provide personalized care to its end-consumer.,https://www.homage.co,/images/62fb0a0708b16f00135340a6/Question 4 - Homage logo_blue_no background.png,sde
630ce0d92c1e910013b31993,Hubble.Build,"Hubble.Build is a digital technology provider in the construction industry. With years of experience in data science, it aims to transform the built environment industry to build the world’s first autonomous construction site via its all-in-one construction management digital platform.",https://hubble.build/,/images/630ce0d92c1e910013b31993/Question 4 - Hubble.Build Logo (Dark Double Row).png,sde
62fb4bf43e0e37001271b950,Hummingbird Bioscience,Hummingbird Bioscience is a data-driven precision biotherapeutics team discovering and developing transformative biologic medicines for hard-to-treat diseases.,https://hummingbirdbioscience.com/,/images/62fb4bf43e0e37001271b950/Question 4 - Hummingbird.Bioscience.Primary.16x9.png,hbms
62fd25a208b16f001375a8ff,Hyroleap pte Ltd,Hydroleap is a Singapore-based deeptech startup focused on industrial wastewater treatment with an innovative and environmentally friendly approach using electricity instead of chemicals.,https://hydroleap.com/,/images/62fd25a208b16f001375a8ff/Question 4 - Hydroleap_logo_White Background.jpg,uss
63623646d5d8af0011f0f23b,igloocompany,"igloocompany designs large-scale smart access management solutions for smarter homes and smarter cities. The company has over 400 enterprise customers using its platform, with over 1000 integration partners globally and its products are carried by over 80 distributors around the world.",https://www.igloocompany.co/,/images/igloocompany.png,ame
6350b68dafd01c0012a19b32,Imagene Labs,"Imagene Labs aims to be the global leading ‘Precision Health’ company focusing on Skin, Nutrition and Fitness. They provide diagnostics, insights and personalized products and services in both direct-to-consumer and business-to-business channels.",https://www.imagenelabs.com,/images/6350b68dafd01c0012a19b32/Question 4 - Imagene_Labs_B_Orange.png,hbms
63030f953e0e370012c6ae12,impress.ai,"impress.ai is a leading end-to-end recruitment SaaS platform provider with a focus on making accurate hiring easier. impress.ai helps enterprises screen, engage, and hire the best talent with accuracy, consistency & efficiency.",https://impress.ai/,/images/63030f953e0e370012c6ae12/Question 4 - impress logo.png,sde
62fc54a929f49e00138841e8,INEX Innovate,"One of Asia’s fastest growing medical technology developers and medical laboratory operators,  INEX is Asia’s first women’s health technology group. Founded by maternal-fetal clinicians, INEX develops and commercialises molecular diagnostic technologies in the areas of fetal health & women’s oncology.",https://www.inex.sg,/images/62fc54a929f49e00138841e8/Question 4 - INEXI-LOGO-Large.jpg,hbms
62fb2ac3f87eed0012f68f08,ION Mobility,"ION Mobility is a tech company on a mission to create affordable, desirable, and sustainable mobility for everyone. It combines advanced hardware and software technology with human-centred design to deliver smart electric motorbikes for urban commuters in Southeast Asia.",https://www.ionmobility.com,/images/62fb2ac3f87eed0012f68f08/Question 4 - ION_logo_black_1.png,uss
62ff53260386aa001243ccf3,JN Medsys,"JN Medsys is a Singapore biomedical company providing genomic tools for precise & personalized diagnostics. Its genomic tools comprise instruments and kits that provide better sensitivity and accuracy for nucleic acid analysis, to generate actionable insights in clinical diagnostics.",https://www.jnmedsys.com,/images/62ff53260386aa001243ccf3/Question 4 - JN-Medsys-High-Resolution-01 crop.png,ame
63049ecf08b16f0013c9b9e2,JULES Corporation,"JULES is a Social Enterprise and EdTech startup. It created the world’s first proprietary “School of Fish” Curriculum, teaching preschool children Computational Thinking. The curriculum gives children a head start to acquiring life-long foundational critical thinking and problem-solving skills.",https://www.jules.education/,/images/63049ecf08b16f0013c9b9e2/Question 4 - JULES_Vertical Logo.jpg,sde
62fb01b02c1e910013e2824f,Kinexcs,Kinexcs is an AI-driven digital therapy platform & wearables company enabling and empowering people for mobility and a better quality of life. It utilises advanced IoT wearable tech and AI algorithms to reduce the burden of healthcare providers and patients with musculoskeletal conditions.,https://www.kinexcs.com/,/images/62fb01b02c1e910013e2824f/Question 4 - Long Logo 700by350.png,hbms
630c75d10405b70012add29e,Krosslinker,"Krosslinker is a deep-tech cleantech startup that has developed an advanced energy-efficient material, 'aerogel', for thermal insulation applications in various industries -- with cold chain biopharmaceutical packaging as its initial application.",https://krosslinker.com/,/images/630c75d10405b70012add29e/Question 4 - KrossLinker Logo JPEG.jpg,ame
62fb05e508b16f001352c7aa,KYAN Technologies,"KYAN has developed an AI-enabled personalised medicine platform for cancer treatment that utilises proprietary hardware and AI/ ML to optimise the best possible drug/ dose combination, offering it as a clinical decision-making tool for physicians to prescribe treatment.",https://kyantherapeutics.com/,/images/62fb05e508b16f001352c7aa/Question 4 - navy logo.jpg,hbms
63876b9d9510f00011078563,Lemnis Technologies,"Lemnis Technologies is on a mission to make Mixed Reality viable as the next computing platform. With technology proven by science and backed by research publications, they aim to set a new standard for visual fidelity in head-mounted displays. ",www.lemnis.tech,/images/lemnis_squareBigger.jpg,ame
62fe5fee3e0e3700129f41b6,Ligature Therapeutics,"Ligature Therapeutics (LTx) is an early-stage biotech company generating targeted protein degraders (TPD). LTx is advancing its structure agnostic fragment-based drug discovery platform to generate cancer-selective TPDs, and has achieved early proof of concept with a lead asset.",https://ligaturetx.com/,/images/62fe5fee3e0e3700129f41b6/Question 4 - LigatureTx_Logo_RGB.jpg,hbms
6305f78b2c1e9100136ee685,Lumos,"Lumos is on a mission to protect a million heads. Lumos is a next-generation bicycle helmet with integrated lights, brake, and turn signals. Lumos is redefining the role of a helmet and what it can do. It aims to make Lumos the “Apple” of helmets.",https://lumoshelmet.co/,/images/6305f78b2c1e9100136ee685/Question 4 - Logo Black.png,ame
62fc44240386aa00121416c9,Matralix,"Matralix offers patented encapsulation platforms for rapid formulation design and screening of novel pharmaceutical, cosmetic and nutraceutical products with precision. These platforms are readily scalable to commercial scale, delivering market success through accelerated innovation & cost efficiencies.",https://www.matralix.com,/images/62fc44240386aa00121416c9/Question 4 - matralix.jpg,ame
62fabba85da5d6001242aac4,Meridian Innovation,"Meridian Innovation is a fabless semiconductor company with operations in Singapore, Hong Kong, and USA. Meridian's patented, smart CMOS Infrared Imager is mass producible, cost-effective and designed to better the environment in creating smarter cities and homes for a safer and healthier world.",https://www.meridianinno.com,/images/62fabba85da5d6001242aac4/Question 4 - Meridian Innovation logo.jpg,ame
62fc6ff393b6890012a86dd5,Mesh Bio,Mesh Bio is a healthtech startup addressing the global burden of chronic metabolic diseases. Mesh Bio provides clinical decision support predictive analytics and automation solutions for patient management; enabling data driven care delivery and precision patient intervention at scale.,https://www.meshbio.com,/images/62fc6ff393b6890012a86dd5/Question 4 - Mesh Bio Logo Horizontal.png,hbms
62fa58889196130012c62617,MicroSec,"MicroSec is the market leader in Lightweight IoT security, developing the world’s first unified protocol, overcoming the intrinsic constraints for connected devices and IoT networks that are common in OT and Industrial environments, but impossible to secure with today’s security methods.",https://www.usec.io,/images/62fa58889196130012c62617/Question 4 - 01_MS logo_full.png,sde
6348110ce15db400127034bc,MiyaHealth,"MiyaHealth builds technology that improves every part of the patient journey. Their 3 products, MiyaPayor, MiyaPatient, and MiyaProvider, enable patients to access affordable healthcare, manage their chronic illness, and help payors and providers improve patient experience.",https://miyahealth.com/,/images/6348110ce15db400127034bc/Question 4 - miya logo green blue - Copy.png,hbms
630d8ef40386aa0012d85723,MooVita,"Founded in 2016, MooVita is a high-tech provider of smart mobility solutions for urban environments. MooVita offers vehicle-agnostic, driverless software capabilities for many urban driving solutions. MooVita's solutions can be deployed across industrial parks and residential estates.",http://www.moovita.com/,/images/630d8ef40386aa0012d85723/Question 4 - MooVita(slogan)_logo.png,uss
630cc0a028499200134b1d28,Movel AI,"Powered by Deep Learning, Sensor Fusion and Probabilistic Planning, Movel AI has developed a software platform that enables accurate, fast and affordable robotic navigation in the field of Industry 4.0",https://www.move.ai,/images/630cc0a028499200134b1d28/Question 4 - Movel AI Logo (Hi-res).jpg,ame
63106ebba71dde001301dac4,Mycovation,"Mycovation is a fermentation technology company that transforms mycelium into novel and bespoke ingredients for plant-based foods. Its products include MyX, fermented flour that improves flavour, texture, and nutrition and MyMic, a protein-rich base ingredient.",https://www.mycovation.asia/,/images/63106ebba71dde001301dac4/Question 4 - Mycovation_Logo.png,agri
62fb06e42c1e910013e31a36,Myrmidon Laboratories,Myrmidon Labs is an A*STAR spin-off that creates cutting edge hardware and algorithms. The team consists of driven and multi-disciplinary engineers dedicated to bringing cutting-edge capabilities for robots to the masses.,http://www.myrmidonlaboratories.com/,/images/62fb06e42c1e910013e31a36/Question 4 - Myrlabs_Logo stacked.png,ame
634e1209f17a5c00135143d6,NACT,"NACT is productising game-changing technologies through the form of robotics accessories. They are proficient in supplying drone accessories such as tether drone systems, light core and other devices to strategically enhance drone capability for off-the-shelf drones or to drone OEMs.",https://www.nactengineering.com/,/images/634e1209f17a5c00135143d6/Question 4 - NACT ENGINEERING_cv.jpg,ame
62fb42c62c1e910013e95507,Neuron Mobility,"Neuron Mobility partners with cities to connect people and places in a safe, convenient and fun way. It is the leading rental e-scooter company and micromobility technology developer operating in cities across Australia, New Zealand, the United Kingdom. ",https://www.rideneuron.com/,/images/62fb42c62c1e910013e95507/Question 4 - Neuron Logo.jpg,uss
62fca84629f49e001390ed14,Novade Solutions,"Novade provides construction management software for the building and infrastructure industry. Site processes including quality, safety, and progress monitoring are digitised and automated using mobile devices. The data captured provides insights to streamline operations and drive results.",https://www.novade.net,/images/62fca84629f49e001390ed14/Question 4 - Novade Logo.png,sde
62fb1d7e93b68900129403a5,Nuevocor,Nuevocor is a preclinical-stage biopharmaceutical company focused on developing gene therapies for the treatment of cardiomyopathies. Nuevocor raised US$24 million in its first funding round which it will use to advance its research and bring its innovative cardiac therapies closer to the clinic.,https://www.nuevocor.com/,/images/62fb1d7e93b68900129403a5/Question 4 - Nuevocor Logo.jpeg,hbms
630710c828499200131468f7,Nugit,Nugit is a Singapore-based Saas Tech Platform that provides Data Analytics and Storytelling capabilities to its clients.,https://www.nugit.co/,/images/630710c828499200131468f7/Question 4 - nugit logo black.jpeg,sde
634d2fd1b11b2900124c2bef,Nutrition Technologies,Nutrition Technologies manufactures sustainable animal feed ingredients and biofertiliser products. They use a unique combination of microbes and black soldier fly larvae to recycle nutrients from agricultural and food processing waste streams.,https://www.nutrition-technologies.com,/images/634d2fd1b11b2900124c2bef/Question 4 - White_background_Logo_with_Icon.jpg,agri
630d82f508b16f001327af42,Oncoshot,Oncoshot is a health insights exchange platform that aims to accelerate enrolment into clinical trials by enabling safe and secure data-sharing between healthcare systems and industry players. ,https://www.oncoshot.com/,/images/630d82f508b16f001327af42/Question 4 - Oncoshot-logo.png,hbms
634d043be3636e001145fb8d,Pathnova Laboratories,"Pathnova is a digital pathology startup using AI to enable scalable and early detection of nose cancer and systemic autoimmune disease. As a MOH-licensed clinical laboratory, they are currently involved in the largest nose cancer screening study to date in Singapore.",https://pathnova.com/,/images/634d043be3636e001145fb8d/Question 4 - PN_600x323_no-annotation.png,hbms
6305e63c93b68900121b2050,Pedra Technology,"Supported by two strategics with a global footprint, Pedra's perfusion monitor has achieved FDA's Breakthrough Device Designation. Its goal is to be part of every peripheral balloon angioplasty or bypass procedure, as they seek to improve limb salvage in the treatment of peripheral artery disease.",https://www.pedratech.com/,/images/6305e63c93b68900121b2050/Question 4 - Pedra Logo - white background and black font.png,hbms
62fb67418df3600012b087f9,pFIBRE,"pFIBRE's technology helps manufacture plant based packaging films that replicate properties of single use plastic. Their films are marine biodegradable, carbon neutral, and water soluble. Their technology works on existing machines in the ecosystem, making it a scalable model and cost competitive",https://pfibre.com,/images/62fb67418df3600012b087f9/Question 4 - logo-01.png,uss
634cfb6645718800123a98aa,Polybee,"Polybee is increasing profits in fresh produce by automating precision pollination and yield forecasts using nano-drones and AI. Their main customers are agriculture input companies, greenhouse co-ops, and indoor vertical farms.",https://www.polybee.co,/images/634cfb6645718800123a98aa/Question 4 - polybee_logo_normal-01.png,agri
6344eec444f0b500125f9267,Propine Technologies ,"MAS-licensed and ISO 27001-certified, Propine offers digital securities, cryptocurrencies, stablecoins, NFTs, and fiat custody on a single integrated platform. They provide fiat on and off ramps, secure connections to yield-generating DeFi solution providers, end-to-end tokenization and issuance services.",https://propine.com/,/images/6344eec444f0b500125f9267/Question 4 - RGB.png,sde
63479fa4985490001266efd8,Protenga,"Protenga is a world leader in circular nutrition, making insect innovation accessible for a sustainable future. They develop data-driven insect technology that produces best-in-class, sustainable nutrition for pet food, feed and plants and enable a circular food system.",www.protenga.com,/images/63479fa4985490001266efd8/Question 4 - Protenga Logo - 16-9 ratio.png,agri
62fcf30f29f49e001395a021,PvFoundry,"PvFoundry®️ is an Invent-and-Build solar technology company headquartered in Singapore. They specialize in solar module design & customization, offer full turnkey solutions including project design, supply, installation, maintenance, and PPA for rooftop solar system development.",https://www.pvfoundry.com,/images/62fcf30f29f49e001395a021/Question 4 - PvFoundry Logo JPEG.jpg,uss
